x y R1 R2 R3 R1x R1y R1z R2x R2y R2z R3x R3y R3z
50 97 357653.592821 287060.428232 224204.587713 -319691 147058 63938.1 276199 71728.7 31186.4 43491.2 -218786 22555.3
50 98 357795.466486 290798.436288 216562.400107 -322142 141743 64428.4 280542 69688.8 31676.7 41600.3 -211431 21574.6
50 99 357996.303325 294545.467536 208729.733450 -324594 136329 64918.8 284885 67550.8 32167.1 39709.3 -203880 20594
50 100 358260.449421 298303.290518 200706.424296 -327046 130818 65409.1 289227 65314.8 32657.4 37818.4 -196133 19613.3
50 101 358592.286452 302073.680242 192492.315367 -329497 125209 65899.4 293570 62980.7 33147.7 35927.5 -188190 18632.6
50 102 358996.223574 305858.417107 184087.255267 -331949 119502 66389.8 297912 60548.5 33638.1 34036.6 -180050 17652
50 103 359476.688714 309659.285804 175491.098219 -334401 113696 66880.1 302255 58018.3 34128.4 32145.7 -171714 16671.3
50 104 360038.119323 313478.074182 166703.703800 -336852 107793 67370.4 306597 55390 34618.7 30254.7 -163183 15690.6
50 105 360684.952628 317316.572106 157724.936710 -339304 101791 67860.8 310940 52663.6 35109.1 28363.8 -154455 14710
50 106 361421.615420 321176.570287 148554.666535 -341756 95691.5 68351.1 315283 49839.1 35599.4 26472.9 -145531 13729.3
50 107 362252.513437 325059.859094 139192.767536 -344207 89493.9 68841.4 319625 46916.6 36089.7 24582 -136411 12748.6
50 108 363182.020420 328968.227360 129639.118440 -346659 83198.1 69331.8 323968 43896.1 36580.1 22691.1 -127094 11768
50 109 364214.466898 332903.461167 119893.602248 -349111 76804.3 69822.1 328310 40777.4 37070.4 20800.1 -117582 10787.3
50 110 365354.128796 336867.342633 109956.106047 -351562 70312.4 70312.4 332653 37560.7 37560.7 18909.2 -107873 9806.65
50 111 366605.215948 340861.648688 99826.520840 -354014 63722.5 70802.8 336996 34245.9 38051 17018.3 -97968.4 8825.99
50 112 367971.860626 344888.149848 89504.741374 -356465 57034.5 71293.1 341338 30833.1 38541.4 15127.4 -87867.6 7845.32
50 113 369458.106154 348948.608999 78990.665983 -358917 50248.4 71783.4 345681 27322.2 39031.7 13236.4 -77570.6 6864.65
50 114 371067.895744 353044.780176 68284.196443 -361369 43364.3 72273.8 350023 23713.2 39522 11345.5 -67077.5 5883.99
50 115 372805.061639 357178.407357 57385.237822 -363820 36382 72764.1 354366 20006.2 40012.4 9454.61 -56388.2 4903.32
50 116 374673.314667 361351.223269 46293.698348 -366272 29301.8 73254.4 358708 16201.1 40502.7 7563.69 -45502.9 3922.66
50 117 376676.234318 365564.948206 35009.489280 -368724 22123.4 73744.8 363051 12297.9 40993 5672.76 -34421.3 2942
50 118 378817.259429 369821.288870 23532.524782 -371175 14847 74235.1 367394 8296.68 41483.4 3781.84 -23143.7 1961.33
50 119 381099.679586 374121.937227 11862.721811 -373627 7472.54 74725.4 371736 4197.37 41973.7 1890.92 -11669.9 980.665
51 0 203042.303929 231171.238093 245224.121110 -79185.6 186319 15526.6 -135957 -186319 -15526.6 215143 1.49863e-009 117680
51 1 207985.625313 222660.694222 243460.437570 -81686.2 190601 16016.9 -131663 -178931 -15036.2 213350 -11669.9 116699
51 2 212841.053343 214232.553292 242245.141591 -84186.9 194785 16507.2 -127370 -171642 -14545.9 211557 -23143.7 115718
51 3 217608.814485 205886.518680 241558.562547 -86687.6 198872 16997.6 -123076 -164450 -14055.6 209764 -34421.3 114738
51 4 222289.141660 197622.287062 241377.722036 -89188.3 202860 17487.9 -118783 -157357 -13565.2 207971 -45502.9 113757
51 5 226882.274474 189439.548247 241676.777094 -91689 206750 17978.2 -114489 -150362 -13074.9 206178 -56388.2 112776
51 6 231388.459439 181337.985009 242427.533335 -94189.7 210542 18468.6 -110196 -143464 -12584.6 204385 -67077.5 111796
51 7 235807.950213 173317.272915 243599.997138 -96690.4 214236 18958.9 -105902 -136665 -12094.3 202593 -77570.6 110815
51 8 240141.007848 165377.080152 245162.936370 -99191.1 217831 19449.2 -101609 -129964 -11603.9 200800 -87867.6 109834
51 9 244387.901043 157517.067342 247084.422297 -101692 221329 19939.6 -97315.1 -123361 -11113.6 199007 -97968.4 108854
51 10 248548.906413 149736.887361 249332.330563 -104193 224729 20429.9 -93021.5 -116856 -10623.3 197214 -107873 107873
51 11 252624.308765 142036.185152 251874.785328 -106693 228031 20920.2 -88728 -110449 -10132.9 195421 -117582 106892
51 12 256614.401383 134414.597530 254680.537069 -109194 231234 21410.6 -84434.4 -104140 -9642.59 193628 -127094 105912
51 13 260519.486332 126871.752986 257719.270261 -111695 234340 21900.9 -80140.9 -97929.1 -9152.26 191835 -136411 104931
51 14 264339.874762 119407.271488 260961.841973 -114195 237347 22391.2 -75847.3 -91816.4 -8661.92 190043 -145531 103950
51 15 268075.887236 112020.764272 264380.455885 -116696 240256 22881.6 -71553.8 -85801.7 -8171.59 188250 -154455 102970
51 16 271727.854065 104711.833638 267948.778541 -119197 243068 23371.9 -67260.2 -79885.1 -7681.26 186457 -163183 101989
51 17 275296.115653 97480.072732 271642.005905 -121697 245781 23862.2 -62966.7 -74066.5 -7190.93 184664 -171714 101008
51 18 278781.022866 90325.065328 275436.888628 -124198 248396 24352.6 -58673.1 -68346.1 -6700.59 182871 -180050 100028
51 19 282182.937403 83246.385609 279311.724203 -126699 250913 24842.9 -54379.6 -62723.6 -6210.26 181078 -188190 99047.2
51 20 285502.232192 76243.597934 283246.323511 -129199 253332 25333.2 -50086 -57199.3 -5719.93 179285 -196133 98066.5
51 21 288739.291800 69316.256614 287221.958372 -131700 255653 25823.6 -45792.5 -51773 -5229.6 177493 -203880 97085.8
51 22 291894.512850 62463.905671 291221.295738 -134201 257876 26313.9 -41498.9 -46444.8 -4739.26 175700 -211431 96105.2
51 23 294968.304471 55686.078597 295228.323166 -136702 260001 26804.2 -37205.4 -41214.6 -4248.93 173907 -218786 95124.5
51 24 297961.088750 48982.298116 299228.269321 -139202 262028 27294.6 -32911.8 -36082.6 -3758.6 172114 -225945 94143.8
51 25 300873.301239 42352.075928 303207.522416 -141703 263956 27784.9 -28618.3 -31048.5 -3268.27 170321 -232908 93163.2
51 26 303705.391318 35794.912461 307153.548814 -144204 265787 28275.2 -24324.7 -26112.6 -2777.93 168528 -239675 92182.5
51 27 306457.822979 29310.296612 311054.813420 -146704 267520 28765.6 -20031.2 -21274.7 -2287.6 166736 -246245 91201.8
51 28 309131.075092 22897.705483 314900.703014 -149205 269154 29255.9 -15737.6 -16534.9 -1797.27 164943 -252619 90221.2
51 29 311725.642100 16556.604123 318681.453304 -151706 270691 29746.2 -11444.1 -11893.1 -1306.94 163150 -258797 89240.5
51 30 314242.034574 10286.445249 322388.080167 -154206 272129 30236.6 -7150.52 -7349.44 -816.604 161357 -264780 88259.9
51 31 316680.779814 4086.668981 326012.315333 -156707 273469 30726.9 -2856.97 -2903.82 -326.272 159564 -270565 87279.2
51 32 319042.422476 2043.297439 329546.546578 -159208 274712 31217.2 1436.58 1443.74 164.061 157771 -276155 86298.5
51 33 321327.525230 8104.039926 332983.762394 -161709 275856 31707.6 5730.13 5693.22 654.393 155978 -281549 85317.9
51 34 323536.669432 14096.157836 336317.500990 -164209 276902 32197.9 10023.7 9844.64 1144.73 154186 -286746 84337.2
51 35 325670.455834 20020.264255 339541.803447 -166710 277850 32688.2 14317.2 13898 1635.06 152393 -291748 83356.5
51 36 327729.505315 25876.986284 342651.170782 -169211 278700 33178.5 18610.8 17853.3 2125.39 150600 -296553 82375.9
51 37 329714.459641 31666.965337 345640.524685 -171711 279452 33668.9 22904.3 21710.5 2615.72 148807 -301162 81395.2
51 38 331625.982263 37390.857434 348505.171664 -174212 280106 34159.2 27197.9 25469.7 3106.06 147014 -305575 80414.5
51 39 333464.759129 43049.333496 351240.770346 -176713 280661 34649.5 31491.4 29130.7 3596.39 145221 -309792 79433.9
51 40 335231.499548 48643.079651 353843.301680 -179213 281119 35139.9 35785 32693.8 4086.72 143428 -313813 78453.2
51 41 336926.937070 54172.797526 356309.041794 -181714 281479 35630.2 40078.5 36158.7 4577.05 141636 -317637 77472.5
51 42 338551.830406 59639.204558 358634.537296 -184215 281740 36120.5 44372.1 39525.6 5067.39 139843 -321266 76491.9
51 43 340106.964388 65043.034292 360816.582781 -186715 281904 36610.9 48665.6 42794.4 5557.72 138050 -324698 75511.2
51 44 341593.150952 70385.036685 362852.200371 -189216 281969 37101.2 52959.2 45965.2 6048.05 136257 -327934 74530.5
51 45 343011.230172 75665.978410 364738.621078 -191717 281937 37591.5 57252.7 49037.9 6538.38 134464 -330974 73549.9
51 46 344362.071318 80886.643161 366473.267849 -194218 281806 38081.9 61546.3 52012.5 7028.72 132671 -333818 72569.2
51 47 345646.573964 86047.831953 368053.740111 -196718 281577 38572.2 65839.8 54889.1 7519.05 130878 -336466 71588.5
51 48 346865.669126 91150.363423 369477.799701 -199219 281250 39062.5 70133.4 57667.5 8009.38 129086 -338918 70607.9
51 49 348020.320445 96195.074129 370743.358028 -201720 280825 39552.9 74426.9 60348 8499.71 127293 -341173 69627.2
51 50 349111.525407 101182.818843 371848.464375 -204220 280302 40043.2 78720.5 62930.3 8990.05 125500 -343233 68646.5
51 51 350140.316610 106114.470851 372791.295213 -206721 279681 40533.5 83014 65414.6 9480.38 123707 -345096 67665.9
51 52 351107.763066 110990.922230 373570.144447 -209222 278962 41023.9 87307.6 67800.8 9970.71 121914 -346763 66685.2
51 53 352014.971548 115813.084142 374183.414504 -211722 278145 41514.2 91601.1 70089 10461 120121 -348234 65704.6
51 54 352863.087978 120581.887106 374629.608175 -214223 277230 42004.5 95894.7 72279.1 10951.4 118328 -349509 64723.9
51 55 353653.298858 125298.281268 374907.321161 -216724 276217 42494.9 100188 74371.1 11441.7 116536 -350588 63743.2
51 56 354386.832743 129963.236673 375015.235232 -219225 275105 42985.2 104482 76365.1 11932 114743 -351470 62762.6
51 57 355064.961754 134577.743512 374952.111968 -221725 273896 43475.5 108775 78261 12422.4 112950 -352157 61781.9
51 58 355689.003131 139142.812374 374716.787012 -224226 272588 43965.9 113069 80058.8 12912.7 111157 -352647 60801.2
51 59 356260.320830 143659.474481 374308.164795 -226727 271183 44456.2 117362 81758.5 13403 109364 -352941 59820.6
51 60 356780.327151 148128.781916 373725.213688 -229227 269679 44946.5 121656 83360.2 13893.4 107571 -353039 58839.9
51 61 357250.484413 152551.807831 372966.961547 -231728 268077 45436.9 125950 84863.9 14383.7 105778 -352941 57859.2
51 62 357672.306650 156929.646655 372032.491614 -234229 266378 45927.2 130243 86269.4 14874 103986 -352647 56878.6
51 63 358047.361352 161263.414273 370920.938733 -236729 264580 46417.5 134537 87576.9 15364.4 102193 -352157 55897.9
51 64 358377.271226 165554.248199 369631.485876 -239230 262684 46907.9 138830 88786.3 15854.7 100400 -351470 54917.2
51 65 358663.715988 169803.307730 368163.360926 -241731 260690 47398.2 143124 89897.7 16345 98607 -350588 53936.6
51 66 358908.434167 174011.774081 366515.833715 -244231 258598 47888.5 147417 90911 16835.4 96814.2 -349509 52955.9
51 67 359113.224942 178180.850499 364688.213281 -246732 256408 48378.9 151711 91826.2 17325.7 95021.3 -348234 51975.2
51 68 359279.949965 182311.762363 362679.845335 -249233 254120 48869.2 156004 92643.4 17816 93228.5 -346763 50994.6
51 69 359410.535214 186405.757252 360490.109920 -251734 251734 49359.5 160298 93362.5 18306.4 91435.6 -345096 50013.9
51 70 359506.972821 190464.105001 358118.419236 -254234 249249 49849.9 164592 93983.5 18796.7 89642.7 -343233 49033.2
51 71 359571.322901 194488.097723 355564.215626 -256735 246667 50340.2 168885 94506.4 19287 87849.9 -341173 48052.6
51 72 359605.715355 198479.049812 352826.969713 -259236 243986 50830.5 173179 94931.3 19777.4 86057 -338918 47071.9
51 73 359612.351643 202438.297914 349906.178666 -261736 241208 51320.9 177472 95258.2 20267.7 84264.2 -336466 46091.3
51 74 359593.506517 206367.200871 346801.364588 -264237 238331 51811.2 181766 95486.9 20758 82471.3 -333818 45110.6
51 75 359551.529689 210267.139636 343512.073023 -266738 235357 52301.5 186059 95617.6 21248.4 80678.5 -330974 44129.9
51 76 359488.847444 214139.517159 340037.871559 -269238 232284 52791.8 190353 95650.2 21738.7 78885.6 -327934 43149.3
51 77 359407.964160 217985.758233 336378.348536 -271739 229113 53282.2 194646 95584.8 22229 77092.8 -324698 42168.6
51 78 359311.463728 221807.309314 332533.111839 -274240 225845 53772.5 198940 95421.3 22719.4 75299.9 -321266 41187.9
51 79 359202.010853 225605.638303 328501.787766 -276741 222478 54262.8 203233 95159.7 23209.7 73507.1 -317637 40207.3
51 80 359082.352224 229382.234290 324284.019987 -279241 219013 54753.2 207527 94800.1 23700 71714.2 -313813 39226.6
51 81 358955.317522 233138.607265 319879.468554 -281742 215450 55243.5 211821 94342.4 24190.4 69921.3 -309792 38245.9
51 82 358823.820243 236876.287790 315287.808992 -284243 211789 55733.8 216114 93786.6 24680.7 68128.5 -305575 37265.3
51 83 358690.858328 240596.826624 310508.731441 -286743 208029 56224.2 220408 93132.8 25171 66335.6 -301162 36284.6
51 84 358559.514563 244301.794321 305541.939853 -289244 204172 56714.5 224701 92380.9 25661.4 64542.8 -296553 35303.9
51 85 358432.956722 247992.780780 300387.151244 -291745 200217 57204.8 228995 91530.9 26151.7 62749.9 -291748 34323.3
51 86 358314.437440 251671.394748 295044.094993 -294245 196164 57695.2 233288 90582.9 26642 60957.1 -286746 33342.6
51 87 358207.293774 255339.263294 289512.512181 -296746 192012 58185.5 237582 89536.7 27132.3 59164.2 -281549 32361.9
51 88 358114.946437 258998.031230 283792.154978 -299247 187763 58675.8 241875 88392.6 27622.7 57371.4 -276155 31381.3
51 89 358040.898666 262649.360495 277882.786059 -301747 183415 59166.2 246169 87150.3 28113 55578.5 -270565 30400.6
51 90 357988.734705 266294.929491 271784.178065 -304248 178970 59656.5 250463 85810 28603.3 53785.6 -264780 29420
51 91 357962.117878 269936.432381 265496.113091 -306749 174426 60146.8 254756 84371.7 29093.7 51992.8 -258797 28439.3
51 92 357964.788207 273575.578344 259018.382203 -309250 169784 60637.2 259050 82835.2 29584 50199.9 -252619 27458.6
51 93 358000.559583 277214.090785 252350.784992 -311750 165044 61127.5 263343 81200.7 30074.3 48407.1 -246245 26478
51 94 358073.316425 280853.706505 245493.129145 -314251 160206 61617.8 267637 79468.2 30564.7 46614.2 -239675 25497.3
51 95 358187.009851 284496.174827 238445.230045 -316752 155270 62108.2 271930 77637.5 31055 44821.4 -232908 24516.6
51 96 358345.653303 288143.256689 231206.910399 -319252 150236 62598.5 276224 75708.8 31545.3 43028.5 -225945 23536
51 97 358553.317644 291796.723692 223777.999877 -321753 145104 63088.8 280517 73682 32035.7 41235.7 -218786 22555.3
51 98 358814.125692 295458.357110 216158.334779 -324254 139874 63579.2 284811 71557.2 32526 39442.8 -211431 21574.6
51 99 359132.246207 299129.946868 208347.757722 -326754 134546 64069.5 289104 69334.3 33016.3 37650 -203880 20594
51 100 359511.887314 302813.290480 200346.117339 -329255 129120 64559.8 293398 67013.3 33506.7 35857.1 -196133 19613.3
51 101 359957.289383 306510.191962 192153.267995 -331756 123595 65050.2 297692 64594.3 33997 34064.2 -188190 18632.6
51 102 360472.717370 310222.460707 183769.069527 -334257 117973 65540.5 301985 62077.2 34487.3 32271.4 -180050 17652
51 103 361062.452644 313951.910336 175193.386986 -336757 112252 66030.8 306279 59462 34977.7 30478.5 -171714 16671.3
51 104 361730.784327 317700.357518 166426.090404 -339258 106434 66521.2 310572 56748.8 35468 28685.7 -163183 15690.6
51 105 362482.000188 321469.620779 157467.054565 -341759 100517 67011.5 314866 53937.5 35958.3 26892.8 -154455 14710
51 106 363320.377122 325261.519273 148316.158793 -344259 94502.6 67501.8 319159 51028.1 36448.7 25100 -145531 13729.3
51 107 364250.171282 329077.871550 138973.286751 -346760 88389.8 67992.2 323453 48020.7 36939 23307.1 -136411 12748.6
51 108 365275.607914 332920.494305 129438.326250 -349261 82179 68482.5 327746 44915.2 37429.3 21514.3 -127094 11768
51 109 366400.870965 336791.201111 119711.169064 -351761 75870.1 68972.8 332040 41711.6 37919.7 19721.4 -117582 10787.3
51 110 367630.092540 340691.801154 109791.710761 -354262 69463.2 69463.2 336334 38410 38410 17928.5 -107873 9806.65
51 111 368967.342282 344624.097950 99679.850541 -356763 62958.1 69953.5 340627 35010.3 38900.3 16135.7 -97968.4 8825.99
51 112 370416.616769 348589.888078 89375.491076 -359263 56355.1 70443.8 344921 31512.5 39390.7 14342.8 -87867.6 7845.32
51 113 371981.829006 352590.959899 78878.538367 -361764 49653.9 70934.2 349214 27916.7 39881 12550 -77570.6 6864.65
51 114 373666.798120 356629.092293 68188.901604 -364265 42854.7 71424.5 353508 24222.8 40371.3 10757.1 -67077.5 5883.99
51 115 375475.239331 360706.053399 57306.493032 -366766 35957.4 71914.8 357801 20430.8 40861.7 8964.27 -56388.2 4903.32
51 116 377410.754303 364823.599372 46231.227822 -369266 28962.1 72405.1 362095 16540.8 41352 7171.42 -45502.9 3922.66
51 117 379476.821970 368983.473155 34963.023956 -371767 21868.6 72895.5 366388 12552.7 41842.3 5378.56 -34421.3 2942
51 118 381676.789910 373187.403272 23501.802110 -374268 14677.2 73385.8 370682 8466.53 42332.7 3585.71 -23143.7 1961.33
51 119 384013.866357 377437.102643 11847.485544 -376768 7387.61 73876.1 374975 4282.3 42823 1792.85 -11669.9 980.665
52 0 192513.343516 217666.546631 234967.588240 -76322 176128 14677.3 -127053 -176128 -14677.3 203375 -2.30853e-010 117680
52 1 197558.026803 209248.546292 233301.576557 -78871.7 180495 15167.6 -122808 -168825 -14187 201680 -11669.9 116699
52 2 202515.038895 200913.024343 232207.684106 -81421.4 184764 15658 -118564 -161620 -13696.6 199985 -23143.7 115718
52 3 207384.610170 192659.684437 231664.874339 -83971.1 188935 16148.3 -114319 -154514 -13206.3 198290 -34421.3 114738
52 4 212166.977535 184488.223489 231648.376738 -86520.9 193008 16638.6 -110075 -147505 -12716 196595 -45502.9 113757
52 5 216862.384651 176398.331513 232130.216004 -89070.6 196983 17129 -105830 -140595 -12225.6 194901 -56388.2 112776
52 6 221471.082160 168389.691448 233079.823919 -91620.3 200860 17619.3 -101586 -133782 -11735.3 193206 -67077.5 111796
52 7 225993.327922 160461.978985 234464.694072 -94170.1 204639 18109.6 -97341 -127068 -11245 191511 -77570.6 110815
52 8 230429.387263 152614.862390 236251.040737 -96719.8 208320 18600 -93096.5 -120452 -10754.6 189816 -87867.6 109834
52 9 234779.533230 144848.002317 238404.428020 -99269.5 211902 19090.3 -88852 -113934 -10264.3 188122 -97968.4 108854
52 10 239044.046861 137161.051627 240890.342806 -101819 215387 19580.6 -84607.5 -107514 -9773.97 186427 -107873 107873
52 11 243223.217458 129553.655189 243674.693539 -104369 218773 20071 -80363 -101192 -9283.64 184732 -117582 106892
52 12 247317.342873 122025.449694 246724.225200 -106919 222062 20561.3 -76118.5 -94967.7 -8793.31 183037 -127094 105912
52 13 251326.729814 114576.063445 250006.848131 -109468 225252 21051.6 -71873.9 -88841.8 -8302.98 181342 -136411 104931
52 14 255251.694146 107205.116160 253491.884056 -112018 228345 21542 -67629.4 -82814 -7812.64 179648 -145531 103950
52 15 259092.561219 99912.218760 257150.236625 -114568 231339 22032.3 -63384.9 -76884.3 -7322.31 177953 -154455 102970
52 16 262849.666201 92696.973155 260954.496125 -117118 234235 22522.6 -59140.4 -71052.6 -6831.98 176258 -163183 101989
52 17 266523.354428 85558.972030 264878.989050 -119667 237033 23013 -54895.9 -65319 -6341.65 174563 -171714 101008
52 18 270113.981761 78497.798617 268899.783163 -122217 239733 23503.3 -50651.3 -59683.4 -5851.31 172868 -180050 100028
52 19 273621.914967 71513.026472 272994.658012 -124767 242336 23993.6 -46406.8 -54145.9 -5360.98 171174 -188190 99047.2
52 20 277047.532105 64604.219244 277143.049750 -127317 244839 24483.9 -42162.3 -48706.5 -4870.65 169479 -196133 98066.5
52 21 280391.222935 57770.930434 281325.977805 -129866 247245 24974.3 -37917.8 -43365.1 -4380.32 167784 -203880 97085.8
52 22 283653.389339 51012.703160 285525.959661 -132416 249553 25464.6 -33673.3 -38121.8 -3889.98 166089 -211431 96105.2
52 23 286834.445760 44329.069908 289726.918733 -134966 251763 25954.9 -29428.8 -32976.6 -3399.65 164394 -218786 95124.5
52 24 289934.819654 37719.552283 293914.089231 -137515 253875 26445.3 -25184.2 -27929.5 -2909.32 162700 -225945 94143.8
52 25 292954.951971 31183.660755 298073.920938 -140065 255888 26935.6 -20939.7 -22980.4 -2418.99 161005 -232908 93163.2
52 26 295895.297639 24720.894401 302193.986054 -142615 257804 27425.9 -16695.2 -18129.3 -1928.65 159310 -239675 92182.5
52 27 298756.326080 18330.740638 306262.889578 -145165 259621 27916.3 -12450.7 -13376.4 -1438.32 157615 -246245 91201.8
52 28 301538.521743 12012.674959 310270.184226 -147714 261341 28406.6 -8206.17 -8721.49 -947.988 155921 -252619 90221.2
52 29 304242.384653 5766.160662 314206.290484 -150264 262962 28896.9 -3961.65 -4164.67 -457.656 154226 -258797 89240.5
52 30 306868.430986 409.351433 318062.422065 -152814 264485 29387.3 282.863 294.091 32.6767 152531 -264780 88259.8
52 31 309417.193669 6514.423255 321830.516887 -155364 265911 29877.6 4527.38 4654.78 523.009 150836 -270565 87279.2
52 32 311889.222995 12549.629774 325503.173449 -157913 267238 30367.9 8771.9 8917.41 1013.34 149141 -276155 86298.5
52 33 314285.087271 18515.559284 329073.592457 -160463 268467 30858.3 13016.4 13082 1503.67 147447 -281549 85317.9
52 34 316605.373482 24412.813698 332535.523419 -163013 269598 31348.6 17260.9 17148.5 1994.01 145752 -286746 84337.2
52 35 318850.687993 30242.008842 335883.215922 -165562 270631 31838.9 21505.5 21116.9 2484.34 144057 -291748 83356.5
52 36 321021.657263 36003.774751 339111.375264 -168112 271566 32329.3 25750 24987.2 2974.67 142362 -296553 82375.9
52 37 323118.928599 41698.755975 342215.122112 -170662 272403 32819.6 29994.5 28759.5 3465 140667 -301162 81395.2
52 38 325143.170930 47327.611880 345189.955872 -173212 273141 33309.9 34239 32433.8 3955.34 138973 -305575 80414.5
52 39 327095.075618 52891.016955 348031.721444 -175761 273782 33800.3 38483.5 36009.9 4445.67 137278 -309792 79433.9
52 40 328975.357292 58389.661122 350736.579071 -178311 274325 34290.6 42728 39488 4936 135583 -313813 78453.2
52 41 330784.754716 63824.250047 353300.977008 -180861 274769 34780.9 46972.6 42868 5426.33 133888 -317637 77472.5
52 42 332524.031691 69195.505451 355721.626732 -183411 275116 35271.3 51217.1 46150 5916.67 132193 -321266 76491.9
52 43 334193.977989 74504.165424 357995.480481 -185960 275364 35761.6 55461.6 49333.9 6407 130499 -324698 75511.2
52 44 335795.410316 79750.984740 360119.710871 -188510 275515 36251.9 59706.1 52419.7 6897.33 128804 -327934 74530.5
52 45 337329.173320 84936.735171 362091.692417 -191060 275567 36742.3 63950.6 55407.5 7387.66 127109 -330974 73549.9
52 46 338796.140622 90062.205800 363908.984753 -193609 275521 37232.6 68195.1 58297.2 7878 125414 -333818 72569.2
52 47 340197.215892 95128.203339 365569.317408 -196159 275377 37722.9 72439.7 61088.8 8368.33 123720 -336466 71588.5
52 48 341533.333956 100135.552432 367070.575957 -198709 275135 38213.3 76684.2 63782.4 8858.66 122025 -338918 70607.9
52 49 342805.461949 105085.095977 368410.789450 -201259 274795 38703.6 80928.7 66377.9 9348.99 120330 -341173 69627.2
52 50 344014.600493 109977.695424 369588.118961 -203808 274357 39193.9 85173.2 68875.3 9839.33 118635 -343233 68646.6
52 51 345161.784923 114814.231084 370600.847167 -206358 273821 39684.3 89417.7 71274.6 10329.7 116940 -345096 67665.9
52 52 346248.086547 119595.602430 371447.368856 -208908 273187 40174.6 93662.2 73575.9 10820 115246 -346763 66685.2
52 53 347274.613949 124322.728391 372126.182268 -211458 272455 40664.9 97906.8 75779.2 11310.3 113551 -348234 65704.6
52 54 348242.514325 128996.547643 372635.881191 -214007 271625 41155.3 102151 77884.3 11800.7 111856 -349509 64723.9
52 55 349152.974860 133618.018894 372975.147747 -216557 270696 41645.6 106396 79891.4 12291 110161 -350588 63743.2
52 56 350007.224143 138188.121159 373142.745794 -219107 269670 42135.9 110640 81800.5 12781.3 108466 -351470 62762.6
52 57 350806.533620 142707.854031 373137.514887 -221657 268545 42626.3 114885 83611.4 13271.7 106772 -352157 61781.9
52 58 351552.219081 147178.237937 372958.364751 -224206 267323 43116.6 119129 85324.3 13762 105077 -352647 60801.2
52 59 352245.642185 151600.314392 372604.270213 -226756 266002 43606.9 123374 86939.1 14252.3 103382 -352941 59820.6
52 60 352888.212018 155975.146234 372074.266556 -229306 264583 44097.2 127618 88455.9 14742.7 101687 -353039 58839.9
52 61 353481.386679 160303.817848 371367.445247 -231855 263067 44587.6 131863 89874.6 15233 99992.5 -352941 57859.2
52 62 354026.674902 164587.435384 370482.950018 -234405 261452 45077.9 136107 91195.2 15723.3 98297.7 -352647 56878.6
52 63 354525.637699 168827.126951 369419.973256 -236955 259739 45568.2 140352 92417.8 16213.6 96602.9 -352157 55897.9
52 64 354979.890031 173024.042796 368177.752683 -239505 257928 46058.6 144596 93542.3 16704 94908.2 -351470 54917.2
52 65 355391.102496 177179.355475 366755.568297 -242054 256019 46548.9 148841 94568.7 17194.3 93213.4 -350588 53936.6
52 66 355761.003028 181294.259995 365152.739547 -244604 254012 47039.2 153085 95497.1 17684.6 91518.6 -349509 52955.9
52 67 356091.378620 185369.973940 363368.622730 -247154 251907 47529.6 157330 96327.4 18175 89823.8 -348234 51975.2
52 68 356384.077034 189407.737579 361402.608588 -249704 249704 48019.9 161575 97059.6 18665.3 88129 -346763 50994.6
52 69 356641.008525 193408.813945 359254.120077 -252253 247402 48510.2 165819 97693.8 19155.6 86434.2 -345096 50013.9
52 70 356864.147543 197374.488896 356922.610318 -254803 245003 49000.6 170064 98229.9 19646 84739.4 -343233 49033.2
52 71 357055.534427 201306.071149 354407.560685 -257353 242505 49490.9 174308 98667.9 20136.3 83044.6 -341173 48052.6
52 72 357217.277069 205204.892286 351708.479040 -259902 239910 49981.2 178553 99007.9 20626.6 81349.8 -338918 47071.9
52 73 357351.552539 209072.306731 348824.898098 -262452 237216 50471.6 182797 99249.8 21117 79655.1 -336466 46091.3
52 74 357460.608670 212909.691698 345756.373904 -265002 234425 50961.9 187042 99393.6 21607.3 77960.3 -333818 45110.6
52 75 357546.765574 216718.447114 342502.484424 -267552 231535 51452.2 191286 99439.4 22097.6 76265.5 -330974 44129.9
52 76 357612.417097 220499.995498 339062.828227 -270101 228547 51942.6 195531 99387.1 22588 74570.7 -327934 43149.3
52 77 357660.032172 224255.781818 335437.023269 -272651 225461 52432.9 199775 99236.7 23078.3 72875.9 -324698 42168.6
52 78 357692.156085 227987.273301 331624.705756 -275201 222278 52923.2 204020 98988.3 23568.6 71181.1 -321266 41187.9
52 79 357711.411609 231695.959220 327625.529081 -277751 218996 53413.6 208264 98641.8 24059 69486.3 -317637 40207.3
52 80 357720.500010 235383.350631 323439.162838 -280300 215616 53903.9 212509 98197.2 24549.3 67791.5 -313813 39226.6
52 81 357722.201891 239050.980076 319065.291904 -282850 212137 54394.2 216753 97654.6 25039.6 66096.7 -309792 38245.9
52 82 357719.377860 242700.401252 314503.615575 -285400 208561 54884.6 220998 97013.9 25530 64402 -305575 37265.3
52 83 357714.969002 246333.188626 309753.846764 -287949 204887 55374.9 225242 96275.1 26020.3 62707.2 -301162 36284.6
52 84 357711.997131 249950.937020 304815.711249 -290499 201115 55865.2 229487 95438.3 26510.6 61012.4 -296553 35303.9
52 85 357713.564798 253555.261146 299688.946972 -293049 197244 56355.6 233731 94503.4 27001 59317.6 -291748 34323.3
