x y R1 R2 R3 R1x R1y R1z R2x R2y R2z R3x R3y R3z
19 48 497678.845624 268206.544472 495880.642899 -125855 476925 66239.5 -229176 -138007 -19167.6 355031 -338918 70607.9
19 49 494971.836728 260389.347289 493778.358506 -126787 473782 66729.9 -223313 -132609 -18677.3 350100 -341173 69627.2
19 50 492178.499246 252632.013887 491591.876530 -127718 470541 67220.2 -217450 -127309 -18186.9 345169 -343233 68646.6
19 51 489299.303168 244933.866029 489317.591887 -128650 467203 67710.5 -211588 -122107 -17696.6 340238 -345096 67665.9
19 52 486334.743295 237294.214424 486952.022920 -129582 463766 68200.9 -205725 -117003 -17206.3 335307 -346763 66685.2
19 53 483285.340861 229712.358639 484491.807857 -130513 460231 68691.2 -199863 -111997 -16715.9 330376 -348234 65704.6
19 54 480151.645269 222187.587018 481933.701277 -131445 456598 69181.5 -194000 -107089 -16225.6 325445 -349509 64723.9
19 55 476934.235963 214719.176605 479274.570583 -132377 452867 69671.9 -188137 -102279 -15735.3 320514 -350588 63743.2
19 56 473633.724454 207306.393066 476511.392491 -133308 449038 70162.2 -182275 -97567.6 -15244.9 315583 -351470 62762.6
19 57 470250.756498 199948.490627 473641.249560 -134240 445111 70652.5 -176412 -92954.1 -14754.6 310652 -352157 61781.9
19 58 466786.014455 192644.712008 470661.326762 -135171 441086 71142.8 -170550 -88438.5 -14264.3 305721 -352647 60801.2
19 59 463240.219830 185394.288366 467568.908104 -136103 436962 71633.2 -164687 -84021.1 -13773.9 300790 -352941 59820.6
19 60 459614.136032 178196.439245 464361.373307 -137035 432741 72123.5 -158824 -79701.7 -13283.6 295859 -353039 58839.9
19 61 455908.571349 171050.372530 461036.194553 -137966 428422 72613.8 -152962 -75480.4 -12793.3 290928 -352941 57859.2
19 62 452124.382179 163955.284408 457590.933295 -138898 424004 73104.2 -147099 -71357.1 -12302.9 285997 -352647 56878.6
19 63 448262.476524 156910.359338 454023.237149 -139830 419489 73594.5 -141236 -67331.9 -11812.6 281066 -352157 55897.9
19 64 444323.817790 149914.770025 450330.836855 -140761 414875 74084.8 -135374 -63404.8 -11322.3 276135 -351470 54917.2
19 65 440309.428902 142967.677402 446511.543320 -141693 410163 74575.2 -129511 -59575.7 -10832 271204 -350588 53936.6
19 66 436220.396779 136068.230621 442563.244746 -142624 405354 75065.5 -123649 -55844.7 -10341.6 266273 -349509 52955.9
19 67 432057.877200 129215.567052 438483.903827 -143556 400446 75555.8 -117786 -52211.8 -9851.29 261342 -348234 51975.2
19 68 427823.100091 122408.812285 434271.555047 -144488 395440 76046.2 -111923 -48677 -9360.95 256411 -346763 50994.6
19 69 423517.375284 115647.080150 429924.302046 -145419 390336 76536.5 -106061 -45240.2 -8870.62 251480 -345096 50013.9
19 70 419142.098795 108929.472736 425440.315076 -146351 385134 77026.8 -100198 -41901.4 -8380.29 246549 -343233 49033.3
19 71 414698.759656 102255.080425 420817.828535 -147283 379834 77517.2 -94335.5 -38660.8 -7889.96 241618 -341173 48052.6
19 72 410188.947375 95622.981932 416055.138591 -148214 374436 78007.5 -88472.9 -35518.2 -7399.62 236687 -338918 47071.9
19 73 405614.360071 89032.244358 411150.600874 -149146 368940 78497.8 -82610.3 -32473.7 -6909.29 231756 -336466 46091.3
19 74 400976.813361 82481.923248 406102.628257 -150078 363346 78988.2 -76747.7 -29527.2 -6418.96 226825 -333818 45110.6
19 75 396278.250066 75971.062662 400909.688713 -151009 357653 79478.5 -70885.1 -26678.8 -5928.63 221894 -330974 44129.9
19 76 391520.750812 69498.695254 395570.303243 -151941 351863 79968.8 -65022.5 -23928.5 -5438.29 216963 -327934 43149.3
19 77 386706.545634 63063.842367 390083.043886 -152872 345974 80459.2 -59159.8 -21276.2 -4947.96 212032 -324698 42168.6
19 78 381838.026648 56665.514129 384446.531795 -153804 339988 80949.5 -53297.2 -18722 -4457.63 207101 -321266 41187.9
19 79 376917.761923 50302.709565 378659.435391 -154736 333903 81439.8 -47434.6 -16265.9 -3967.3 202170 -317637 40207.3
19 80 371948.510654 43974.416726 372720.468577 -155667 327721 81930.2 -41572 -13907.9 -3476.96 197239 -313813 39226.6
19 81 366933.239751 37679.612814 366628.389025 -156599 321440 82420.5 -35709.4 -11647.9 -2986.63 192308 -309792 38245.9
19 82 361875.141994 31417.264332 360381.996531 -157531 315061 82910.8 -29846.8 -9485.94 -2496.3 187377 -305575 37265.3
19 83 356777.655865 25186.327238 353980.131421 -158462 308584 83401.2 -23984.2 -7422.08 -2005.97 182446 -301162 36284.6
19 84 351644.487236 18985.747114 347421.673031 -159394 302009 83891.5 -18121.5 -5456.29 -1515.63 177515 -296553 35303.9
19 85 346479.633030 12814.459340 340705.538237 -160325 295336 84381.8 -12258.9 -3588.56 -1025.3 172584 -291748 34323.3
19 86 341287.407044 6671.389290 333830.680047 -161257 288565 84872.2 -6396.32 -1818.9 -534.97 167653 -286746 33342.6
19 87 336072.468063 555.452529 326796.086246 -162189 281696 85362.5 -533.701 -147.303 -44.6373 162722 -281549 32361.9
19 88 330839.850437 5534.444973 319600.778091 -163120 274729 85852.8 5328.91 1426.22 445.695 157791 -276155 31381.3
19 89 325594.997248 11599.406617 312243.809063 -164052 267664 86343.2 11191.5 2901.69 936.028 152860 -270565 30400.6
19 90 320343.796201 17640.544938 304724.263663 -164984 260500 86833.5 17054.1 4279.08 1426.36 147929 -264780 29420
19 91 315092.618321 23658.981361 297041.256260 -165915 253239 87323.8 22916.8 5558.41 1916.69 142999 -258797 28439.3
19 92 309848.359513 29655.845939 289193.929980 -166847 245880 87814.2 28779.4 6739.67 2407.03 138068 -252619 27458.6
19 93 304618.484955 35632.277089 281181.455639 -167779 238422 88304.5 34642 7822.87 2897.36 133137 -246245 26478
19 94 299411.076223 41589.421305 273003.030725 -168710 230867 88794.8 40504.6 8807.99 3387.69 128206 -239675 25497.3
19 95 294234.880935 47528.432875 264657.878411 -169642 223213 89285.2 46367.2 9695.06 3878.02 123275 -232908 24516.6
19 96 289099.364505 53450.473572 256145.246616 -170573 215461 89775.5 52229.8 10484.1 4368.36 118344 -225945 23536
19 97 284014.763459 59356.712349 247464.407093 -171505 207611 90265.8 58092.4 11175 4858.69 113413 -218786 22555.3
19 98 278992.139461 65248.325012 238614.654564 -172437 199664 90756.1 63955.1 11767.8 5349.02 108482 -211431 21574.6
19 99 274043.432905 71126.493890 229595.305882 -173368 191618 91246.5 69817.7 12262.6 5839.35 103551 -203880 20594
19 100 269181.514567 76992.407497 220405.699228 -174300 183474 91736.8 75680.3 12659.4 6329.69 98619.7 -196133 19613.3
19 101 264420.233325 82847.260176 211045.193341 -175232 175232 92227.1 81542.9 12958 6820.02 93688.7 -188190 18632.6
19 102 259774.457468 88692.251743 201513.166779 -176163 166891 92717.5 87405.5 13158.6 7310.35 88757.7 -180050 17652
19 103 255260.106527 94528.587121 191809.017206 -177095 158453 93207.8 93268.1 13261.2 7800.68 83826.7 -171714 16671.3
19 104 250894.169928 100357.475963 181932.160707 -178026 149917 93698.1 99130.7 13265.6 8291.02 78895.7 -163183 15690.6
19 105 246694.708157 106180.132268 171882.031137 -178958 141283 94188.5 104993 13172 8781.35 73964.7 -154455 14710
19 106 242680.831533 111997.773992 161658.079487 -179890 132550 94678.8 110856 12980.4 9271.68 69033.8 -145531 13729.3
19 107 238872.651242 117811.622651 151259.773279 -180821 123720 95169.1 116719 12690.6 9762.01 64102.8 -136411 12748.6
19 108 235291.197058 123622.902921 140686.595983 -181753 114791 95659.5 122581 12302.8 10252.3 59171.8 -127094 11768
19 109 231958.296312 129432.842224 129938.046461 -182685 105765 96149.8 128444 11816.9 10742.7 54240.8 -117582 10787.3
19 110 228896.409294 135242.670319 119013.638427 -183616 96640.1 96640.1 134306 11233 11233 49309.8 -107873 9806.65
19 111 226128.417556 141053.618883 107912.899931 -184548 87417.4 97130.5 140169 10551 11723.3 44378.8 -97968.4 8825.99
19 112 223677.363586 146866.921091 96635.372862 -185480 78096.6 97620.8 146032 9770.94 12213.7 39447.9 -87867.6 7845.32
19 113 221566.143145 152683.811186 85180.612472 -186411 68677.8 98111.1 151894 8892.81 12704 34516.9 -77570.6 6864.65
19 114 219817.155131 158505.524056 73548.186917 -187343 59160.9 98601.5 157757 7916.6 13194.3 29585.9 -67077.5 5883.99
19 115 218451.917886 164333.294802 61737.676815 -188274 49545.9 99091.8 163620 6842.34 13684.7 24654.9 -56388.2 4903.33
19 116 217490.665198 170168.358308 49748.674823 -189206 39832.9 99582.1 169482 5670 14175 19723.9 -45502.9 3922.66
19 117 216951.939142 176011.948807 37580.785228 -190138 30021.7 100072 175345 4399.6 14665.3 14792.9 -34421.3 2942
19 118 216852.199956 181865.299449 25233.623553 -191069 20112.6 100563 181207 3031.13 15155.7 9861.97 -23143.7 1961.33
19 119 217205.474572 187729.641870 12706.816183 -192001 10105.3 101053 187070 1564.6 15646 4930.98 -11669.9 980.665
20 0 510896.644767 707293.282134 591768.961343 -83708.6 502251 41854.3 -496241 -502251 -41854.3 579950 1.51823e-010 117680
20 1 512719.695098 696076.004122 586953.576428 -84689.2 503901 42344.6 -490428 -492231 -41364 575117 -11669.9 116699
20 2 514447.558535 684940.362119 582366.201401 -85669.9 505452 42834.9 -484614 -482309 -40873.6 570284 -23143.7 115718
20 3 516080.306716 673886.071309 578000.584986 -86650.6 506906 43325.3 -478801 -472484 -40383.3 565451 -34421.3 114738
20 4 517618.013653 662912.841383 573850.224796 -87631.2 508261 43815.6 -472987 -462758 -39893 560618 -45502.9 113757
20 5 519060.755829 652020.376428 569908.382632 -88611.9 509518 44305.9 -467173 -453130 -39402.6 555785 -56388.2 112776
20 6 520408.612303 641208.374829 566168.101040 -89592.6 510678 44796.3 -461360 -443600 -38912.3 550952 -67077.5 111796
20 7 521661.664819 630476.529157 562622.220975 -90573.2 511739 45286.6 -455546 -434168 -38422 546120 -77570.6 110815
20 8 522819.997916 619824.526062 559263.400391 -91553.9 512702 45776.9 -449733 -424834 -37931.6 541287 -87867.6 109834
20 9 523883.699051 609252.046159 556084.133574 -92534.6 513567 46267.3 -443919 -415598 -37441.3 536454 -97968.4 108854
20 10 524852.858724 598758.763925 553076.771038 -93515.2 514334 46757.6 -438106 -406461 -36951 531621 -107873 107873
20 11 525727.570609 588344.347578 550233.539795 -94495.9 515003 47247.9 -432292 -397421 -36460.6 526788 -117582 106892
20 12 526507.931692 578008.458966 547546.563801 -95476.5 515573 47738.3 -426478 -388479 -35970.3 521955 -127094 105912
20 13 527194.042421 567750.753451 545007.884414 -96457.2 516046 48228.6 -420665 -379636 -35480 517122 -136411 104931
20 14 527786.006856 557570.879793 542609.480679 -97437.9 516421 48718.9 -414851 -370890 -34989.6 512289 -145531 103950
20 15 528283.932833 547468.480032 540343.289272 -98418.5 516697 49209.3 -409038 -362243 -34499.3 507456 -154455 102970
20 16 528687.932133 537443.189367 538201.223972 -99399.2 516876 49699.6 -403224 -353693 -34009 502623 -163183 101989
20 17 528998.120665 527494.636035 536175.194499 -100380 516956 50189.9 -397411 -345242 -33518.6 497790 -171714 101008
20 18 529214.618653 517622.441194 534257.124620 -101361 516939 50680.3 -391597 -336889 -33028.3 492957 -180050 100028
20 19 529337.550838 507826.218794 532438.969401 -102341 516823 51170.6 -385783 -328633 -32538 488125 -188190 99047.2
20 20 529367.046688 498105.575458 530712.731539 -103322 516609 51660.9 -379970 -320476 -32047.6 483292 -196133 98066.5
20 21 529303.240624 488460.110357 529070.476672 -104303 516298 52151.3 -374156 -312417 -31557.3 478459 -203880 97085.8
20 22 529146.272251 478889.415081 527504.347651 -105283 515888 52641.6 -368343 -304456 -31067 473626 -211431 96105.2
20 23 528896.286612 469393.073516 526006.577704 -106264 515380 53131.9 -362529 -296593 -30576.6 468793 -218786 95124.5
20 24 528553.434449 459970.661715 524569.502490 -107245 514774 53622.3 -356715 -288829 -30086.3 463960 -225945 94143.8
20 25 528117.872483 450621.747771 523185.571027 -108225 514070 54112.6 -350902 -281162 -29596 459127 -232908 93163.2
20 26 527589.763706 441345.891690 521847.355491 -109206 513268 54602.9 -345088 -273593 -29105.6 454294 -239675 92182.5
20 27 526969.277699 432142.645259 520547.559925 -110187 512367 55093.3 -339275 -266122 -28615.3 449461 -246245 91201.8
20 28 526256.590957 423011.551920 519279.027849 -111167 511369 55583.6 -333461 -258750 -28125 444628 -252619 90221.2
20 29 525451.887244 413952.146637 518034.748836 -112148 510273 56073.9 -327648 -251475 -27634.6 439795 -258797 89240.5
20 30 524555.357964 404963.955769 516807.864083 -113129 509078 56564.3 -321834 -244299 -27144.3 434962 -264780 88259.8
20 31 523567.202554 396046.496941 515591.671015 -114109 507786 57054.6 -316020 -237220 -26654 430130 -270565 87279.2
20 32 522487.628904 387199.278909 514379.626992 -115090 506395 57544.9 -310207 -230240 -26163.6 425297 -276155 86298.5
20 33 521316.853806 378421.801436 513165.352160 -116071 504907 58035.3 -304393 -223358 -25673.3 420464 -281549 85317.9
20 34 520055.103419 369713.555162 511942.631505 -117051 503320 58525.6 -298580 -216574 -25183 415631 -286746 84337.2
20 35 518702.613779 361074.021470 510705.416179 -118032 501635 59015.9 -292766 -209887 -24692.6 410798 -291748 83356.5
20 36 517259.631330 352502.672364 509447.824135 -119013 499853 59506.3 -286952 -203299 -24202.3 405965 -296553 82375.9
20 37 515726.413496 343998.970339 508164.140152 -119993 497972 59996.6 -281139 -196809 -23712 401132 -301162 81395.2
20 38 514103.229286 335562.368253 506848.815298 -120974 495993 60486.9 -275325 -190418 -23221.6 396299 -305575 80414.5
20 39 512390.359939 327192.309202 505496.465873 -121955 493916 60977.3 -269512 -184124 -22731.3 391466 -309792 79433.9
20 40 510588.099618 318888.226398 504101.871917 -122935 491741 61467.6 -263698 -177928 -22241 386633 -313813 78453.2
20 41 508696.756139 310649.543043 502659.975296 -123916 489468 61957.9 -257885 -171830 -21750.7 381800 -317637 77472.5
20 42 506716.651762 302475.672209 501165.877451 -124896 487096 62448.2 -252071 -165830 -21260.3 376967 -321266 76491.9
20 43 504648.124023 294366.016717 499614.836823 -125877 484627 62938.6 -246257 -159929 -20770 372135 -324698 75511.2
20 44 502491.526636 286319.969022 498002.266025 -126858 482060 63428.9 -240444 -154125 -20279.7 367302 -327934 74530.5
20 45 500247.230449 278336.911097 496323.728781 -127838 479394 63919.2 -234630 -148420 -19789.3 362469 -330974 73549.9
20 46 497915.624467 270416.214318 494574.936678 -128819 476631 64409.6 -228817 -142813 -19299 357636 -333818 72569.2
20 47 495497.116956 262557.239353 492751.745765 -129800 473769 64899.9 -223003 -137303 -18808.7 352803 -336466 71588.5
20 48 492992.136614 254759.336061 490850.153024 -130780 470810 65390.2 -217189 -131892 -18318.3 347970 -338918 70607.9
20 49 490401.133834 247021.843378 488866.292749 -131761 467752 65880.6 -211376 -126579 -17828 343137 -341173 69627.2
20 50 487724.582062 239344.089225 486796.432854 -132742 464596 66370.9 -205562 -121364 -17337.7 338304 -343233 68646.5
20 51 484962.979242 231725.390402 484636.971133 -133722 461343 66861.2 -199749 -116247 -16847.3 333471 -345096 67665.9
20 52 482116.849384 224165.052504 482384.431498 -134703 457991 67351.6 -193935 -111228 -16357 328638 -346763 66685.2
20 53 479186.744240 216662.369822 480035.460200 -135684 454541 67841.9 -188122 -106307 -15866.7 323805 -348234 65704.6
20 54 476173.245107 209216.625264 477586.822072 -136664 450993 68332.2 -182308 -101484 -15376.3 318972 -349509 64723.9
20 55 473076.964773 201827.090272 475035.396782 -137645 447347 68822.6 -176494 -96759 -14886 314140 -350588 63743.2
20 56 469898.549608 194493.024747 472378.175127 -138626 443603 69312.9 -170681 -92132.2 -14395.7 309307 -351470 62762.6
20 57 466638.681823 187213.676977 469612.255377 -139606 439760 69803.2 -164867 -87603.6 -13905.3 304474 -352157 61781.9
20 58 463298.081899 179988.283575 466734.839662 -140587 435820 70293.6 -159054 -83173 -13415 299641 -352647 60801.2
20 59 459877.511218 172816.069417 463743.230438 -141568 431782 70783.9 -153240 -78840.5 -12924.7 294808 -352941 59820.6
20 60 456377.774897 165696.247591 460634.827010 -142548 427645 71274.2 -147427 -74606 -12434.3 289975 -353039 58839.9
20 61 452799.724855 158628.019348 457407.122139 -143529 423411 71764.6 -141613 -70469.6 -11944 285142 -352941 57859.2
20 62 449144.263133 151610.574061 454057.698720 -144510 419078 72254.9 -135799 -66431.3 -11453.7 280309 -352647 56878.6
20 63 445412.345477 144643.089195 450584.226554 -145490 414648 72745.2 -129986 -62491 -10963.3 275476 -352157 55897.9
20 64 441604.985232 137724.730279 446984.459196 -146471 410119 73235.6 -124172 -58648.8 -10473 270643 -351470 54917.2
20 65 437723.257548 130854.650887 443256.230896 -147452 405492 73725.9 -118359 -54904.7 -9982.67 265810 -350588 53936.6
20 66 433768.303956 124031.992626 439397.453629 -148432 400768 74216.2 -112545 -51258.6 -9492.34 260977 -349509 52955.9
20 67 429741.337319 117255.885136 435406.114214 -149413 395945 74706.6 -106731 -47710.6 -9002.01 256145 -348234 51975.2
20 68 425643.647217 110525.446093 431280.271521 -150394 391024 75196.9 -100918 -44260.7 -8511.67 251312 -346763 50994.6
20 69 421476.605794 103839.781225 427018.053773 -151374 386005 75687.2 -95104.3 -40908.8 -8021.34 246479 -345096 50013.9
20 70 417241.674115 97197.984332 422617.655931 -152355 380888 76177.6 -89290.7 -37655 -7531.01 241646 -343233 49033.2
20 71 412940.409077 90599.137323 418077.337174 -153336 375673 76667.9 -83477.1 -34499.3 -7040.68 236813 -341173 48052.6
20 72 408574.470934 84042.310254 413395.418458 -154316 370359 77158.2 -77663.5 -31441.7 -6550.34 231980 -338918 47071.9
20 73 404145.631483 77526.561378 408570.280172 -155297 364948 77648.6 -71850 -28482.1 -6060.01 227147 -336466 46091.3
20 74 399655.782982 71050.937213 403600.359863 -156278 359439 78138.9 -66036.4 -25620.5 -5569.68 222314 -333818 45110.6
20 75 395106.947869 64614.472606 398484.150059 -157258 353831 78629.2 -60222.8 -22857.1 -5079.35 217481 -330974 44129.9
20 76 390501.289345 58216.190819 393220.196162 -158239 348126 79119.6 -54409.2 -20191.7 -4589.01 212648 -327934 43149.3
20 77 385841.122920 51855.103621 387807.094422 -159220 342323 79609.9 -48595.6 -17624.3 -4098.68 207815 -324698 42168.6
20 78 381128.928985 45530.211391 382243.489988 -160200 336421 80100.2 -42782.1 -15155.1 -3608.35 202982 -321266 41187.9
20 79 376367.366535 39240.503231 376528.075034 -161181 330421 80590.6 -36968.5 -12783.9 -3118.02 198150 -317637 40207.3
20 80 371559.288105 32984.957094 370659.586953 -162162 324324 81080.9 -31154.9 -10510.7 -2627.68 193317 -313813 39226.6
20 81 366707.756068 26762.539920 364636.806627 -163142 318128 81571.2 -25341.3 -8335.67 -2137.35 188484 -309792 38245.9
20 82 361816.060365 20572.207784 358458.556756 -164123 311834 82061.5 -19527.7 -6258.67 -1647.02 183651 -305575 37265.3
20 83 356887.737826 14412.906054 352123.700263 -165104 305442 82551.9 -13714.1 -4279.74 -1156.69 178818 -301162 36284.6
20 84 351926.593171 8283.569568 345631.138748 -166084 298952 83042.2 -7900.56 -2398.87 -666.354 173985 -296553 35303.9
20 85 346936.721827 2183.122811 338979.811018 -167065 292364 83532.5 -2086.98 -616.075 -176.021 169152 -291748 34323.3
20 86 341922.534694 3889.519886 332168.691665 -168046 285678 84022.9 3726.6 1068.66 314.311 164319 -286746 33342.6
20 87 336888.784954 9935.454141 325196.789703 -169026 278894 84513.2 9540.18 2655.32 804.644 159486 -281549 32361.9
20 88 331840.597052 15955.785302 318063.147263 -170007 272011 85003.5 15353.8 4143.92 1294.98 154653 -276155 31381.3
20 89 326783.497926 21951.628213 310766.838336 -170988 265031 85493.9 21167.3 5534.46 1785.31 149820 -270565 30400.6
20 90 321723.450556 27924.106977 303306.967565 -171968 257953 85984.2 26980.9 6826.92 2275.64 144987 -264780 29420
20 91 316666.889859 33874.354700 295682.669097 -172949 250776 86474.5 32794.5 8021.32 2765.97 140155 -258797 28439.3
20 92 311620.760897 39803.513225 287893.105461 -173930 243502 86964.9 38608.1 9117.66 3256.31 135322 -252619 27458.6
20 93 306592.559315 45712.732852 279937.466516 -174910 236129 87455.2 44421.7 10115.9 3746.64 130489 -246245 26478
20 94 301590.373807 51603.172057 271814.968416 -175891 228658 87945.5 50235.3 11016.1 4236.97 125656 -239675 25497.3
20 95 296622.930311 57475.997186 263524.852639 -176872 221090 88435.9 56048.8 11818.3 4727.3 120823 -232908 24516.6
20 96 291699.637461 63332.382146 255066.385041 -177852 213423 88926.2 61862.4 12522.3 5217.64 115990 -225945 23536
20 97 286830.632657 69173.508087 246438.854950 -178833 205658 89416.5 67676 13128.3 5707.97 111157 -218786 22555.3
20 98 282026.827849 75000.563066 237641.574305 -179814 197795 89906.9 73489.6 13636.3 6198.3 106324 -211431 21574.6
20 99 277299.953874 80814.741711 228673.876821 -180794 189834 90397.2 79303.2 14046.1 6688.63 101491 -203880 20594
20 100 272662.601844 86617.244862 219535.117187 -181775 181775 90887.5 85116.7 14357.9 7178.97 96658.3 -196133 19613.3
20 101 268128.259688 92409.279219 210224.670304 -182756 173618 91377.9 90930.3 14571.7 7669.3 91825.4 -188190 18632.6
20 102 263711.341543 98192.056964 200741.930549 -183736 165363 91868.2 96743.9 14687.3 8159.63 86992.5 -180050 17652
20 103 259427.207196 103966.795390 191086.311066 -184717 157010 92358.5 102557 14704.9 8649.96 82159.6 -171714 16671.3
20 104 255292.168339 109734.716507 181257.243089 -185698 148558 92848.9 108371 14624.5 9140.3 77326.7 -163183 15690.6
20 105 251323.477919 115497.046655 171254.175292 -186678 140009 93339.2 114185 14445.9 9630.63 72493.7 -154455 14710
20 106 247539.298492 121255.016094 161076.573164 -187659 131361 93829.5 119998 14169.3 10121 67660.8 -145531 13729.3
20 107 243958.645273 127009.858604 150723.918407 -188640 122616 94319.9 125812 13794.7 10611.3 62827.9 -136411 12748.6
20 108 240601.299507 132762.811065 140195.708361 -189620 113772 94810.2 131625 13322 11101.6 57995 -127094 11768
20 109 237487.688142 138515.113037 129491.455450 -190601 104831 95300.5 137439 12751.2 11592 53162.1 -117582 10787.3
20 110 234638.726445 144268.006336 118610.686653 -191582 95790.9 95790.9 143253 12082.3 12082.3 48329.2 -107873 9806.65
20 111 232075.621453 150022.734604 107552.942987 -192562 86653.1 96281.2 149066 11315.4 12572.6 43496.2 -97968.4 8825.99
20 112 229819.635928 155780.542875 96317.779025 -193543 77417.2 96771.5 154880 10450.4 13063 38663.3 -87867.6 7845.32
20 113 227891.814840 161542.677134 84904.762415 -194524 68083.3 97261.9 160693 9487.3 13553.3 33830.4 -77570.6 6864.65
20 114 226312.679230 167310.383884 73313.473435 -195504 58651.3 97752.2 166507 8426.17 14043.6 28997.5 -67077.5 5883.99
20 115 225101.895499 173084.909697 61543.504553 -196485 49121.3 98242.5 172320 7266.98 14534 24164.6 -56388.2 4903.32
20 116 224277.931316 178867.500776 49594.460010 -197466 39493.1 98732.9 178134 6009.71 15024.3 19331.7 -45502.9 3922.66
20 117 223857.712197 184659.402507 37465.955418 -198446 29767 99223.2 183948 4654.39 15514.6 14498.7 -34421.3 2941.99
20 118 223856.294840 190461.859017 25157.617372 -199427 19942.7 99713.5 189761 3200.99 16005 9665.83 -23143.7 1961.33
20 119 224286.574149 196276.112729 12669.083079 -200408 10020.4 100204 195575 1649.53 16495.3 4832.92 -11669.9 980.665
21 0 501218.026786 690070.580890 580240.734225 -86110.5 492060 41005 -482071 -492060 -41005 568182 7.13092e-012 117680
21 1 503138.430916 678935.819389 575523.722548 -87140.2 493794 41495.3 -476307 -482125 -40514.7 563447 -11669.9 116699
21 2 504963.849279 667882.681370 571039.244362 -88169.9 495431 41985.7 -470542 -472287 -40024.3 558712 -23143.7 115718
21 3 506694.358333 656910.881299 566780.907839 -89199.6 496969 42476 -464778 -462548 -39534 553977 -34421.3 114738
21 4 508330.037063 646020.128115 562742.054915 -90229.3 498409 42966.3 -459013 -452907 -39043.7 549243 -45502.9 113757
21 5 509870.967084 635210.125115 558915.777676 -91259 499752 43456.7 -453249 -443363 -38553.3 544508 -56388.2 112776
21 6 511317.232750 624480.569851 555294.936130 -92288.7 500996 43947 -447484 -433918 -38063 539773 -67077.5 111796
21 7 512668.921269 613831.154021 551872.177186 -93318.4 502142 44437.3 -441720 -424571 -37572.7 535038 -77570.6 110815
21 8 513926.122823 603261.563357 548639.954651 -94348.1 503190 44927.7 -435955 -415322 -37082.3 530303 -87867.6 109834
21 9 515088.930695 592771.477516 545590.550033 -95377.8 504140 45418 -430191 -406171 -36592 525568 -97968.4 108854
21 10 516157.441401 582360.569965 542716.093949 -96407.5 504992 45908.3 -424426 -397118 -36101.7 520833 -107873 107873
21 11 517131.754833 572028.507864 540008.587918 -97437.2 505745 46398.7 -418661 -388164 -35611.3 516099 -117582 106892
21 12 518011.974401 561774.951956 537459.926345 -98466.9 506401 46889 -412897 -379307 -35121 511364 -127094 105912
21 13 518798.207190 551599.556445 535061.918475 -99496.6 506959 47379.3 -407132 -370548 -34630.7 506629 -136411 104931
21 14 519490.564123 541501.968875 532806.310143 -100526 507418 47869.7 -401368 -361888 -34140.3 501894 -145531 103950
21 15 520089.160134 531481.830018 530684.805125 -101556 507780 48360 -395603 -353325 -33650 497159 -154455 102970
21 16 520594.114344 521538.773744 528689.085930 -102586 508043 48850.3 -389839 -344861 -33159.7 492424 -163183 101989
21 17 521005.550251 511672.426905 526810.833892 -103615 508209 49340.7 -384074 -336494 -32669.4 487690 -171714 101008
21 18 521323.595947 501882.409205 525041.748411 -104645 508276 49831 -378310 -328226 -32179 482955 -180050 100028
21 19 521548.384295 492168.333082 523373.565256 -105675 508245 50321.3 -372545 -320056 -31688.7 478220 -188190 99047.2
21 20 521680.053186 482529.803575 521798.073816 -106704 508117 50811.7 -366781 -311984 -31198.4 473485 -196133 98066.5
21 21 521718.745759 472966.418204 520307.133240 -107734 507890 51302 -361016 -304009 -30708 468750 -203880 97085.8
21 22 521664.610650 463477.766836 518892.687408 -108764 507565 51792.3 -355251 -296133 -30217.7 464015 -211431 96105.2
21 23 521517.802257 454063.431560 517546.778685 -109794 507142 52282.7 -349487 -288355 -29727.4 459280 -218786 95124.5
21 24 521278.481019 444722.986555 516261.560463 -110823 506621 52773 -343722 -280675 -29237 454546 -225945 94143.8
21 25 520946.813705 435455.997963 515029.308462 -111853 506001 53263.3 -337958 -273094 -28746.7 449811 -232908 93163.2
21 26 520522.973731 426262.023752 513842.430808 -112883 505284 53753.6 -332193 -265610 -28256.4 445076 -239675 92182.5
21 27 520007.141481 417140.613593 512693.476919 -113912 504469 54244 -326429 -258224 -27766 440341 -246245 91201.8
21 28 519399.504665 408091.308720 511575.145219 -114942 503556 54734.3 -320664 -250936 -27275.7 435606 -252619 90221.2
21 29 518700.258678 399113.641802 510480.289728 -115972 502544 55224.6 -314900 -243747 -26785.4 430871 -258797 89240.5
21 30 517909.606998 390207.136811 509401.925574 -117001 501435 55715 -309135 -236655 -26295 426136 -264780 88259.9
21 31 517027.761599 381371.308884 508333.233488 -118031 500227 56205.3 -303370 -229662 -25804.7 421402 -270565 87279.2
21 32 516054.943388 372605.664199 507267.563328 -119061 498922 56695.6 -297606 -222766 -25314.4 416667 -276155 86298.5
21 33 514991.382678 363909.699834 506198.436717 -120091 497518 57186 -291841 -215969 -24824 411932 -281549 85317.9
21 34 513837.319678 355282.903640 505119.548833 -121120 496016 57676.3 -286077 -209270 -24333.7 407197 -286746 84337.2
21 35 512593.005025 346724.754106 504024.769435 -122150 494416 58166.6 -280312 -202669 -23843.4 402462 -291748 83356.5
21 36 511258.700343 338234.720232 502908.143181 -123180 492719 58657 -274548 -196165 -23353 397727 -296553 82375.9
